Study_ID,title,year,journal,authors,Bird,Fish,Marine_Mammals,Other,Reason_for_Exclusion,Filename_article,Filename_suppl_files,Filename_suppl_files_2,Extracted_N_Partially_Fully,Assigned_to,Assigned_to_2,,Date_data_extraction,Extraction_time_in_min,Extraction_comments,Checked_name,Date_data_checked,Checking_comments
P_XXXX,Text,Year,Text,Names,NA / Bird,NA / Fish,NA / Marine Mammals,NA / Other,Text / NA (if included),Text,Text / NA (if suppl not present),Text / NA (if suppl not present),N (not extracted yet) / in Progress / Partially / Fully,Name,,,Date,Time in min,Text,Losia / Cat,Date,Text
P_0238,"Trophic magnification of legacy (PCB, DDT and Hg) and emerging pollutants (PFAS) in the fish community of a small protected southern alpine lake (Lake Mergozzo, Northern Italy)",2020,Water (Switzerland),"Mazzoni, M. and Ferrario, C. and Bettinetti, R. and Piscia, R. and Cicala, D. and Volta, P. and Borgå, K. and Valsecchi, S. and Polesello, S.",NA,Fish,NA,NA,,P_0238_Mazzoni_2020,P_0238_Mazzoni_2020_Suppl,,Fully,Maegan,,,26/20/21,8,,Cat,28/10/2021,
P_0240,Occurrence of priority and emerging organic compounds in fishes from the Rhone River (France),2012,Analytical and Bioanalytical Chemistry,"Miege, C. and Peretti, A. and Labadie, P. and Budzinski, H. and Le Bizec, B. and Vorkamp, K. and Tronczyński, J. and Persat, H. and Coquery, M. and Babut, M.",NA,Fish,NA,NA,,P_0240_Miege_2012,NA,,Fully,Maegan,,,26/20/21,8,,Cat,28/10/2021,
P_0245,"Tissue-specific bioaccumulation of a wide range of legacy and emerging persistent organic contaminants in swordfish (Xiphias gladius) from Seychelles, Western Indian Ocean",2020,Marine Pollution Bulletin,"Munschy, C. and Bely, N. and Héas-Moisan, K. and Olivier, N. and Pollono, C. and Hollanda, S. and Bodin, N.",NA,Fish,NA,NA,,P_0245_Munschy_2020,P_0245_Munschy_2020_Suppl,,Fully,Maegan,,,26/20/21,10,,Cat,28/10/2021,
P_0246,Levels and trends of the emerging contaminants HBCDs (hexabromocyclododecanes) and PFCs (perfluorinated compounds) in marine shellfish along French coasts,2013,Chemosphere,"Munschy, C. and Marchand, P. and Venisseau, A. and Veyrand, B. and Zendong, Z.",NA,Fish,NA,NA,"Not fish, but shellfish was measured",P_0246_Munschy_2013,P_0246_Munschy_2013_Suppl,,N,Maegan,,,,,,,,
P_0230,"Analysis of emerging organic contaminants in water, fish and suspended particulate matter (SPM) in the Joint Danube Survey using solid-phase extraction followed by UHPLC-MS-MS and GC–MS analysis",2017,Science of the Total Environment,"Loos, R. and Tavazzi, S. and Mariani, G. and Suurkuusk, G. and Paracchini, B. and Umlauf, G.",NA,Fish,NA,NA,Fish species not specified,P_0230_Loos_2017,P_0230_Loos_2017_Suppl,,Fully,Maegan,,,26/20/21,8,,,,
P_0252,Spatial and temporal trends of poly- and perfluoroalkyl substances in fish fillets and water collected from pool 2 of the Upper Mississippi River,2017,Environmental Toxicology and Chemistry,"Newsted, J.L. and Holem, R. and Hohenstein, G. and Lange, C. and Ellefson, M. and Reagen, W. and Wolf, S.",NA,Fish,NA,NA,,P_0252_Newsted_2017,P_0252_Newsted_2017_Suppl,,Fully,Maegan,,,26/20/21,9,,Cat,28/10/2021,
P_0257,"Bioaccumulation and risk assessment of per- and polyfluoroalkyl substances in wild freshwater fish from rivers in the Pearl River Delta region, South China",2014,Ecotoxicology and Environmental Safety,"Pan, C.-G. and Zhao, J.-L. and Liu, Y.-S. and Zhang, Q.-Q. and Chen, Z.-F. and Lai, H.-J. and Peng, F.-J. and Liu, S.-S. and Ying, G.-G.",NA,Fish,NA,NA,,P_0257_Pan_2014,P_0257_Pan_2014_Suppl,,Fully,Maegan,,,26/20/21,7,,Cat,28/10/2021,
P_0258,"Occurrence, removal and bioaccumulation of perfluoroalkyl substances in Lake Chaohu, China",2019,International Journal of Environmental Research and Public Health,"Pan, X. and Ye, J. and Zhang, H. and Tang, J. and Pan, D.",NA,Fish,NA,NA,,P_0258_Pan_2019,P_0258_Pan_2019_Suppl,,Fully,Maegan,,,26/20/21,10,,Cat,28/10/2021,
P_0259,"Pilot investigation of perfluorinated compounds in river water, sediment, soil and fish in Tianjin, China",2011,Bulletin of Environmental Contamination and Toxicology,"Pan, Y. and Shi, Y. and Wang, J. and Jin, X. and Cai, Y.",NA,Fish,NA,NA,,P_0259_Pan_2011,P_0259_Pan_2011_Suppl,,Fully,Maegan,,,26/20/21,7,,Cat,28/10/2021,
P_0261,Tissue Distribution and Maternal Transfer of Poly- and Perfluorinated Compounds in Chinese Sturgeon (Acipenser sinensis): Implications for Reproductive Risk,2010,ENVIRONMENTAL SCIENCE \& TECHNOLOGY,"Peng, Hui and Wei, Qiwei and Wan, Yi and Giesy, John P. and Li, Luoxin and Hu, Jianying",NA,Fish,NA,NA,,P_0261_Peng_2010,P_0261_Peng_2010_Suppl,,Fully,Maegan,,,26/20/21,8,,Cat,28/10/2021,
P_0264,"Seasonal variations in the occurrence of perfluoroalkyl substances in water, sediment and fish samples from Ebro Delta (Catalonia, Spain)",2017,Science of the Total Environment,"Pignotti, E. and Casas, G. and Llorca, M. and Tellbüscher, A. and Almeida, D. and Dinelli, E. and Farré, M. and Barceló, D.",NA,Fish,NA,NA,,P_0264_Pignotti_2017,P_0264_Pignotti_2017_Suppl,,Fully,Maegan,,,26/20/21,9,,Cat,28/10/2021,
P_0265,Trends (2005-2016) of perfluoroalkyl acids in top predator fish of the Laurentian Great Lakes,2021,Science of the Total Environment,"Point, A.D. and Holsen, T.M. and Fernando, S. and Hopke, P.K. and Crimmins, B.S.",NA,Fish,NA,NA,,P_0265_Point_2021,P_0265_Point_2021_Suppl,,Fully,Maegan,,,26/20/21,10,,Cat,28/10/2021,
P_0267,"Determination of perfluorooctane sulfonate and perfluorooctanoic acid in the rhine river, Germany",2009,Fresenius Environmental Bulletin,"Quinete, N. and Orara, F. and Werres, F. and Moreira, I. and Wilken, R.-D.",NA,Fish,NA,NA,,P_0267_Quinete_2009,NA,,Fully,Maegan,,,26/20/21,7,,Cat,28/10/2021,
P_0284,Persistent organic pollutants in Baltic herring (Clupea harengus)—an aspect of gender,2016,Environmental Monitoring and Assessment,"Schubert, S. and Keddig, N. and Gerwinski, W. and Neukirchen, J. and Kammann, U. and Haarich, M. and Hanel, R. and Theobald, N.",NA,Fish,NA,NA,,P_0284_Schubert_2016,NA,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0285,Occurrence and assessment of perfluorinated chemicals in wild fish from Northern Germany,2010,Chemosphere,"Schuetze, A. and Heberer, T. and Effkemann, S. and Juergensen, S.",NA,Fish,NA,NA,,P_0285_Schuetze_2010,NA,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0286,Temporal Trends (1981–2013) of Per- and Polyfluoroalkyl Substances and Total Fluorine in Baltic cod (Gadus morhua),2020,Environmental Toxicology and Chemistry,"Schultes, L. and Sandblom, O. and Broeg, K. and Bignert, A. and Benskin, J.P.",NA,Fish,NA,NA,,P_0286_Schultes_2020,P_0286_Schultes_2020_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0049,Matrix-specific distribution and compositional profiles of perfluoroalkyl substances (PFASs) in multimedia environments,2019,JOURNAL OF HAZARDOUS MATERIALS,"Seo, SH and Son, MH and Shin, ES and Choi, SD and Chang, YS and Seo, Sung-Hee and Son, Min-Hui and Shin, Eun-Su and Choi, Sung-Deuk and Chang, Yoon-Seok",NA,Fish,NA,NA,,P_0049_Seo_2019,P_0049_Seo_2019_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0292,Occurrence of perfluorinated compounds in fish from Qinghai-Tibetan Plateau,2010,Environment International,"Shi, Y. and Pan, Y. and Yang, R. and Wang, Y. and Cai, Y.",NA,Fish,NA,NA,,P_0292_Shi_2010,NA,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0297,A Matrix-Correction Approach to Estimate the Bioaccumulation Potential of Emerging PFASs,2020,Environmental Science and Technology,"Song, X. and Vestergren, R. and Shi, Y. and Cai, Y.",NA,Fish,NA,NA,,P_0297_Song_2020,P_0297_Song_2020_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0304,Perfluoroalkyl substances (PFASs) and other halogenated compounds in fish from the upper Labe River basin,2015,Chemosphere,"Svihlikova, V. and Lankova, D. and Poustka, J. and Tomaniova, M. and Hajslova, J. and Pulkrabova, J.",NA,Fish,NA,NA,,P_0304_Svihlikova_2015,P_0304_Svihlikova_2015_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0056,Preliminary investigation of perfluoroalkyl substances in exploited fishes of two contaminated estuaries,2016,Marine Pollution Bulletin,"Taylor, M.D. and Johnson, D.D.",NA,Fish,NA,NA,,P_0056_Taylor_2016,NA,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0054,Migration histories and perfluoroalkyl acid (PFAA) loads in an estuarine fish: A novel union of analyses to understand variation in contaminant concentrations,2021,ENVIRONMENTAL POLLUTION,"Taylor, MD and Gillanders, BM and Nilsson, S and Braunig, J and Barnes, TC and Mueller, JF and Taylor, Matthew D. and Gillanders, Bronwyn M. and Nilsson, Sandra and Braeunig, Jennifer and Barnes, Thomas C. and Mueller, Jochen F.",NA,Fish,NA,NA,,P_0054_Taylor_2021,P_0054_Taylor_2021_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0312,Occurrence and bioconcentration of micropollutants in Silver Perch (Bidyanus bidyanus) in a reclaimed water reservoir,2019,Science of the Total Environment,"Terechovs, A.K.E. and Ansari, A.J. and McDonald, J.A. and Khan, S.J. and Hai, F.I. and Knott, N.A. and Zhou, J. and Nghiem, L.D.",NA,Fish,NA,NA,,P_0312_Terechovs_2019,P_0312_Terechovs_2019_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0315,"Per- and Polyfluoroalkyl Substances (PFAS) in Fish from European Lakes: Current Contamination Status, Sources, and Perspectives for Monitoring",2021,Environmental Toxicology and Chemistry,"Valsecchi, S. and Babut, M. and Mazzoni, M. and Pascariello, S. and Ferrario, C. and De Felice, B. and Bettinetti, R. and Veyrand, B. and Marchand, P. and Polesello, S.",NA,Fish,NA,NA,,P_0315_Valsecchi_2021,P_0315_Valsecchi_2021_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0320,"Perfluorinated chemicals in meromictic lakes on the northern coast of Ellesmere Island, High Arctic Canada",2012,Arctic,"Veillette, J. and Muir, D.C.G. and Antoniades, D. and Small, J.M. and Spencer, C. and Loewen, T.N. and Babaluk, J.A. and Reist, J.D. and Vincent, W.F.",NA,Fish,NA,NA,,P_0320_Veillette_2012,NA,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0326,"Perfluorinated compounds in a coastal industrial area of Tianjin, China",2012,Environmental Geochemistry and Health,"Wang, T. and Lu, Y. and Chen, C. and Naile, J.E. and Khim, J.S. and Giesy, J.P.",NA,Fish,NA,NA,,P_0326_Wang_2012,NA,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0331,Does wastewater treatment plant upgrading with activated carbon result in an improvement of fish health?,2017,Aquatic Toxicology,"Wilhelm, S. and Henneberg, A. and Köhler, H.-R. and Rault, M. and Richter, D. and Scheurer, M. and Suchail, S. and Triebskorn, R.",NA,Fish,NA,NA,,P_0331_Wilhelm_2017,P_0331_Wilhelm_2017_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0337,"Perfluorinated compounds in whole fish homogenates from the Ohio, Missouri, and Upper Mississippi Rivers, USA",2008,Environmental Pollution,"Ye, X. and Strynar, M.J. and Nakayama, S.F. and Varns, J. and Helfant, L. and Lazorchak, J. and Lindstrom, A.B.",NA,Fish,NA,NA,,P_0337_Ye_2008,P_0337_Ye_2008_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0342,Occurrence and tissue distribution of perfluoroalkyl substances (PFASs) in sharks and rays from the eastern Mediterranean Sea,2019,Environmental Pollution,"Zafeiraki, E. and Gebbink, W.A. and van Leeuwen, S.P.J. and Dassenakis, E. and Megalofonou, P.",NA,Fish,NA,NA,,P_0342_Zafeiraki_2019,P_0342_Zafeiraki_2019_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0343,"The Investigation of Perfluoroalkyl Substances in Seasonal Freeze–Thaw Rivers During Spring Flood Period: A Case Study in Songhua River and Yalu River, China",2018,Bulletin of Environmental Contamination and Toxicology,"Zhang, X. and Hu, T. and Yang, L. and Guo, Z.",NA,Fish,NA,NA,,P_0343_Zhang_2018,NA,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0345,Legacy and emerging semi-volatile organic compounds in sentinel fish from an arctic formerly used defense site in Alaska,2020,Environmental Pollution,"Zheng, G. and Miller, P. and von Hippel, F.A. and Buck, C.L. and Carpenter, D.O. and Salamova, A.",NA,Fish,NA,NA,,P_0345_Zheng_2020,P_0345_Zheng_2020_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0346,Probing mechanisms for bioaccumulation of perfluoroalkyl acids in carp (Cyprinus carpio): Impacts of protein binding affinities and elimination pathways,2019,Science of the Total Environment,"Zhong, W. and Zhang, L. and Cui, Y. and Chen, M. and Zhu, L.",NA,Fish,NA,NA,Exposure experiment,P_0346_Zhong_2019,P_0346_Zhong_2019_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0084,"Preliminary screening of perfluorooctane sulfonate (PFOS) and other fluorochemicals in fish, birds and marine mammals from Greenland and the Faroe Islands",2005,Environmental Pollution,"Bossi, R. and Riget, F.F. and Dietz, R. and Sonne, C. and Fauser, P. and Dam, M. and Vorkamp, K.",Bird,Fish,Marine Mammals,NA,,P_0084_Bossi_2005,NA,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0057,"Perfluoroalkylphosphinic Acids in Northern Pike (Esox lucius), Double-Crested Cormorants (Phalacrocorax auritus), and Bottlenose Dolphins (Tursiops truncatus) in Relation to Other Perfluoroalkyl Acids",2016,Environmental Science and Technology,"De Silva, A.O. and Spencer, C. and Ho, K.C.D. and Al Tarhuni, M. and Go, C. and Houde, M. and De Solla, S.R. and Lavoie, R.A. and King, L.E. and Muir, D.C.G. and Fair, P.A. and Wells, R.S. and Bossart, G.D.",Bird,Fish,Marine Mammals,NA,,P_0057_De Silva_2016,P_0057_De Silva_2016_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0194,"Perfluorooctanesulfonate and related fluorinated hydrocarbons in marine mammals, fishes, and birds from coasts of the Baltic and the Mediterranean Seas",2002,Environmental Science and Technology,"Kannan, K. and Corsolini, S. and Falandysz, J. and Oehme, G. and Focardi, S. and Giesy, J.P.",Bird,Fish,Marine Mammals,NA,,P_0194_Kannan_2002,P_0194_Kannan_2002_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0289,Perfluoroalkyl compounds (PFCs) in wildlife from an urban estuary,2012,Journal of Environmental Monitoring,"Sedlak, M.D. and Greig, D.J.",Bird,Fish,Marine Mammals,NA,,P_0289_Sedlak_2017,NA,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0103,"Distribution, bioaccumulation and trophic transfer of chlorinated polyfluoroalkyl ether sulfonic acids in the marine food web of Bohai, China",2018,Environmental Pollution,"Chen, H. and Han, J. and Cheng, J. and Sun, R. and Wang, X. and Han, G. and Yang, W. and He, X.",Bird,Fish,Marine Mammals,Other,,P_0103_Chen_2018,NA,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0058,Temporal trends and geographical differences of perfluoroalkyl acids in baltic sea herring and white-tailed sea eagle eggs in Sweden,2016,Environmental Science and Technology,"Faxneld, S. and Berger, U. and Helander, B. and Danielsson, S. and Miller, A. and Nyberg, E. and Persson, J.-O. and Bignert, A.",Bird,Fish,NA,NA,,P_0058_Faxneld_2016,P_0058_Faxneld_2016_Suppl,,Fully,Maegan,,,,,,Cat,11/05/2021,
P_0138,Exploring unknown per- and polyfluoroalkyl substances in the German environment – The total oxidizable precursor assay as helpful tool in research and regulation,2021,Science of the Total Environment,"Goeckener, B. and Fliedner, A. and Rüdel, H. and Fettig, I. and Koschorreck, J.",Bird,Fish,NA,NA,,P_0138_Goeckener_2021,P_0138_Goeckener_2021_Suppl,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0228,Fate of a broad spectrum of perfluorinated compounds in soils and biota from Tierra del Fuego and Antarctica,2012,Environmental Pollution,"Llorca, M. and Farré, M. and Tavano, M.S. and Alonso, B. and Koremblit, G. and Barceló, D.",Bird,Fish,NA,NA,,P_0228_Llorca_2012,P_0228_Llorca_2012_Suppl,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0255,Perfluorooctanesulfonate and related fluorochemicals in biological samples from the north coast of Colombia,2006,Environmental Pollution,"Olivero-Verbel, J. and Tao, L. and Johnson-Restrepo, B. and Guette-Fernández, J. and Baldiris-Avila, R. and O'byrne-Hoyos, I. and Kannan, K.",Bird,Fish,NA,NA,,P_0255_Olivero-Verbel_2006,NA,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0295,"Occurrence of perfluoroalkyl surfactants in water, fish, and birds from New York State",2006,Archives of Environmental Contamination and Toxicology,"Sinclair, E. and Mayack, D.T. and Roblee, K. and Yamashita, N. and Kannan, K.",Bird,Fish,NA,NA,,P_0295_Sinclair_2006,NA,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0083,Perfluorinated alkyl substances (PFAS) in terrestrial environments in Greenland and Faroe Islands,2015,Chemosphere,"Bossi, R. and Dam, M. and Rigét, F.F.",Bird,Fish,NA,Other,,P_0083_Bossi_2015,P_0036_Bossi_2015_Suppl,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0127,Perfluorinated compounds in some terrestrial and aquatic wildlife species from Poland,2007,Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental Engineering,"Falandysz, J. and Taniyasu, S. and Yamashita, N. and Rostkowski, P. and Zalewski, K. and Kannan, K.",Bird,Fish,NA,Other,,P_0127_Falandysz_2007,NA,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0146,Perfluoroalkyl Acids (PFAAs) and Selected Precursors in the Baltic Sea Environment: Do Precursors Play a Role in Food Web Accumulation of PFAAs?,2016,Environmental Science and Technology,"Gebbink, W.A. and Bignert, A. and Berger, U.",Bird,Fish,NA,Other,,P_0146_Gebbink_2016,P_0127_Gebbink_2016_Suppl,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0170,Bioaccumulation of per- and polyfluorinated alkyl substances (PFAS) in selected species from the Barents Sea food web,2007,Environmental Pollution,"Haukås, M. and Berger, U. and Hop, H. and Gulliksen, B. and Gabrielsen, G.W.",Bird,Fish,NA,Other,,P_0170_Haukas_2007,NA,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0182,ANALYSIS AND OCCURRENCES OF PERFLUORINATED COMPOUNDS IN AGRICULTURAL AND AQUATIC PRODUCTS AND WATER FROM CHINA,2011,JOURNAL OF LIQUID CHROMATOGRAPHY \& RELATED TECHNOLOGIES,"Hu, Xiaozhong and Hu, Decong and Song, Qi and Li, Jing and Wang, Peng and Guo, Shaofei",Bird,Fish,NA,Other,"Catfish bought at local markets, unlcear were they were caught.",P_0182_Hu_2011,NA,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0192,Perfluorinated compounds in aquatic organisms at various trophic levels in a Great Lakes food chain,2005,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"Kannan, K and Tao, L and Sinclair, E and Pastva, SD and Jude, DJ and Giesy, JP",Bird,Fish,NA,Other,,P_0192_Kannan_2005,NA,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0229,Trophic magnification of poly- and perfluorinated compounds in a subtropical food web,2011,Environmental Science and Technology,"Loi, E.I.H. and Yeung, L.W.Y. and Taniyasu, S. and Lam, P.K.S. and Kannan, K. and Yamashita, N.",Bird,Fish,NA,Other,,P_0229_Loi_2011,P_0192_Loi_2011_Suppl,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0268,"Survey of patterns, levels, and trends of perfluorinated compounds in aquatic organisms and bird eggs from representative German ecosystems",2011,Environmental Science and Pollution Research,"Ruedel, H. and Müller, J. and Jürling, H. and Bartel-Steinbach, M. and Koschorreck, J.",Bird,Fish,NA,Other,,P_0268_Ruedel_2011,P_0229_Ruedel_2011_Suppl,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0313,"Perfluorinated alkyl acids in water, sediment and wildlife from Sydney Harbour and surroundings",2011,Marine Pollution Bulletin,"Thompson, J. and Roach, A. and Eaglesham, G. and Bartkow, M.E. and Edge, K. and Mueller, J.F.",Bird,Fish,NA,Other,,P_0313_Thompson_2011,NA,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0336,Bioaccumulation and trophic transfer of perfluorinated compounds in a eutrophic freshwater food web,2014,Environmental Pollution,"Xu, J. and Guo, C.-S. and Zhang, Y. and Meng, W.",Bird,Fish,NA,Other,,P_0336_Xu_2014,P_0313_Xu_2014_Suppl,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0344,"Isomer-specific trophic transfer of perfluorocarboxylic acids in the marine food web of liaodong bay, North China",2015,Environmental Science and Technology,"Zhang, Z. and Peng, H. and Wan, Y. and Hu, J.",Bird,Fish,NA,Other,,P_0344_Zhang_2015,P_0336_Zhang_2015_Suppl,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0266,Polyfluorinated chemicals in a spatially and temporally integrated food web in the Western Arctic,2008,Chemosphere,"Powley, C.R. and George, S.W. and Russell, M.H. and Hoke, R.A. and Buck, R.C.",NA,Fish,Marine Mammals,NA,,P_0266_Powley_2008,NA,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0353,Trophodynamics of some PFCs and BFRs in a western Canadian Arctic marine food web,2009,Environmental Science and Technology,"Tomy, G.T.; Pleskach, K.; Ferguson, S.H.; Hare, J.; Stern, G.; Macinnis, G.; Marvin, C.H.; Loseto, L.",NA,Fish,Marine Mammals,Other,,P_0353_Tomy_2009,P_0266_Tomy_2009_Suppl,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0177,Biomagnification of perfluoroalkyl compounds in the bottlenose dolphin (Tursiops truncatus) food web,2006,Environmental Science and Technology,"Houde, M. and Bujas, T.A.D. and Small, J. and Wells, R.S. and Fair, P.A. and Bossart, G.D. and Solomon, K.R. and Muir, D.C.G.",NA,Fish,Marine Mammals,Other,,P_0177_Houde_2006,P_0353_Houde_2006_Suppl,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0314,Fluorinated organic compounds in an Eastern arctic marine food web,2004,Environmental Science and Technology,"Tomy, G.T. and Budakowski, W. and Halldorson, T. and Helm, P.A. and Stern, G.A. and Friesen, K. and Pepper, K. and Tittlemier, S.A. and Fisk, A.T.",NA,Fish,Marine Mammals,Other,,P_0314_Tomy_2004,P_0314_Tomy_2004_Suppl,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0350,Perfluoroalkyl substances (PFASs) in food and water from Faroe Islands,2013,Environmental Science and Pollution Research,"Eriksson, U.; K�rrman, A.; Rotander, A.; Mikkelsen, B.; Dam, M.",NA,Fish,NA,Other,,P_0350_Eriksson_2013,NA,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0355,"Bioaccumulation and distribution of perfloroalkyl acids in seafood products from Bohai Bay, China",2012,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Yang, Liping; Tian, Shengyan; Zhu, Lingyan; Liu, Zhengtao; Zhang, Yahui",NA,Fish,NA,Other,I forgot why this is in yellow,P_0354_Yang_2012,,,Fully,Maegan,,,,,,Cat,11/11/2021,
P_0085,Perfluoroalkyl compounds in Danish wastewater treatment plants and aquatic environments,2008,Environment International,"Bossi, R. and Strand, J. and Sortkjær, O. and Larsen, M.M.",NA,Fish,NA,Other,,P_0085_Bossi_2012,NA,,Fully,Maegan,,,,,,Cat,11/18/2021,
P_0099,"Perfluoroalkyl substance contamination of the Llobregat River ecosystem (Mediterranean area, NE Spain)",2015,Science of the Total Environment,"Campo, J. and Pérez, F. and Masiá, A. and Picó, Y. and Farré, M. and Barceló, D.",NA,Fish,NA,Other,,P_0099_Campo_2015,P_0099_Campo_2015_Suppl,,Fully,Maegan,,,,,,Cat,11/18/2021,
P_0128,"Distribution of perfluoroalkyl substances (PFASs) with isomer analysis among the tissues of aquatic organisms in Taihu Lake, China",2014,Environmental Pollution,"Fang, S. and Zhao, S. and Zhang, Y. and Zhong, W. and Zhu, L.",NA,Fish,NA,Other,,P_0128_Fang_2014,P_0128_Fang_2014_Suppl,,Fully,Maegan,,,,,,Cat,11/18/2021,
P_0131,Chemicals of emerging concern in marine specimens of the German Environmental Specimen Bank,2020,ENVIRONMENTAL SCIENCES EUROPE,"Fliedner, A and Rudel, H and Dreyer, A and Pirntke, U and Koschorreck, J and Fliedner, Annette and Ruedel, Heinz and Dreyer, Annekatrin and Pirntke, Ulrike and Koschorreck, Jan",NA,Fish,NA,Other,,P_0131_Fliedner_2020,P_0131_Fliedner_2020_Suppl,,Fully,Maegan,,,,,,Cat,11/18/2021,
P_0162,"Distribution of perfluoroalkyl substances in aquatic products in coastal and adjacent areas of the Yellow Sea and Bohai Sea, China",2020,Zhongguo Huanjing Kexue/China Environmental Science,"Guo, M.-M. and Cui, W.-J. and Liu, X.-Y. and Peng, J.-X. and Zheng, G.-C. and Wu, H.-Y. and Zhai, Y.-X. and Tan, Z.-J.",NA,Fish,NA,Other,,P_0162_Guo_2020,,,,,"Not available online, Losia sent request to Yefeng to get paper and translate",,,,,,,
